Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antiguedad_Edificio,Estado_Edificio,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado
67.000 USD,N/A,Adolfo Alsina,2100,N/A,https://www.remax.com.ar/listings/venta-monoambiente-luminoso-con-pileta-y-parrilla-1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
39.000 USD,N/A,NEUQUEN,2600,N/A,https://www.remax.com.ar/listings/venta-monoambiente-planta-baja-1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,25.18,25.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
270.000 USD,N/A,ALCARAZ,6100,N/A,https://www.remax.com.ar/listings/venta-ph-5-ambientes-con-altillo-patio-y-parrilla-1,5,4,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"72,64","130,97","58,33",N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
375.000 USD,N/A,GUAMINI,1600,N/A,https://www.remax.com.ar/listings/venta-casa-5-ambientes-con-terraza-y-pileta-1,5,4,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,164,227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
399.000 USD,N/A,TINOGASTA,3000,N/A,https://www.remax.com.ar/listings/venta-depto-triplex-3-amb-con-cochera-y-terreaza-1,3,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.67,177.35,27.57,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
130.000 USD,N/A,ARISMENDI,2500,N/A,https://www.remax.com.ar/listings/venta-ph-2-ambientes-con-entrada-idpte-y-terraza-1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,64.44,75.72,1.63,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70.000 USD,N/A,Alejandro Magariños Cervantes,1900,N/A,https://www.remax.com.ar/listings/venta-monoambiente-con-balcon-y-amenities-2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,25.7,28.44,2.74,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
140.000 USD,N/A,ALVAREZ JONTE,3500,N/A,https://www.remax.com.ar/listings/venta-depto-2-ambientes-con-cochera-y-balcon-1,2,1,1,N/A,N/A,N/A,contrafrente,norte,N/A,N/A,sí,N/A,N/A,44.12,50.89,5.51,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
600.000 ARS,128.000 ARS,SAN MARTIN,2300,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-en-paternal,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,30,N/A,N/A,128.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
117.000 USD,N/A,CARACAS,1500,N/A,https://www.remax.com.ar/listings/ph-flores-n,4,3,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89,89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
94.900 USD,", ARS",LADINES,2900,N/A,https://www.remax.com.ar/listings/ph-en-venta-villa-pueyrredon-terraza-50-metros,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,49,98,10,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
158.000 USD,22.000 ARS,TERRADA,3100,N/A,https://www.remax.com.ar/listings/en-venta-departamento-3-ambientes-v-del-parque,3,2,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,84,89,N/A,N/A,22.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
69.500 USD,. ARS,Almirante Francisco Juan Seguí,300,N/A,https://www.remax.com.ar/listings/vta-depto-monoam-al-frente-c-lavadero-caballito,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
98.000 USD,180.000 ARS,LOPE DE VEGA,1000,N/A,https://www.remax.com.ar/listings/depto-2-amb-venta-monte-castro-estrenar-amenities,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,39,43,4,N/A,180.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
750.000 USD,1.400.000 ARS,Avenida Federico Lacroze,1900,N/A,https://www.remax.com.ar/listings/piso-alto-torre-vista-abierta-2-coch-5-ambient,5,4,2,1,"general: excelente, seguridad 24 hs. sum",N/A,frente,norte,N/A,N/A,sí,N/A,N/A,152,170,18,N/A,1.400.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
195.000 USD,295.000 ARS,LARREA,1200,N/A,https://www.remax.com.ar/listings/departamento-3-ambientes-en-recoleta-2a,3,2,1,1,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,63.21,72.5,2.57,N/A,295.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
249.000 USD,N/A,Bartolomé Mitre,1900,N/A,https://www.remax.com.ar/listings/venta-departamento-11-ambientes-en-balvanera,5,9,3,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,382,393,11,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
67.000 USD,160.000 ARS,PARAGUAY,2000,N/A,https://www.remax.com.ar/listings/venta-dpto-2-amb-excelente-ubicacion-recoleta,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,37,N/A,N/A,160.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
117.000 USD,150.000 ARS,Manuel Ricardo Trelles,900,N/A,https://www.remax.com.ar/listings/venta-dpto-2-amb-c-balcon-flores-vista-abierta,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.36,53.4,6.04,N/A,150.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
180.000 USD,300.000 ARS,Bartolomé Mitre,1900,N/A,https://www.remax.com.ar/listings/venta-hermoso-departamento-4-amb-congreso,4,2,2,N/A,N/A,N/A,contrafrente,sur,N/A,N/A,N/A,N/A,N/A,101.76,101.76,N/A,N/A,300.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
430.000 USD,N/A,ESTADOS UNIDOS,800,N/A,https://www.remax.com.ar/listings/venta-ph-4-5-amb-c-terraza-y-pileta-en-san-telmo,4,3,3,N/A,N/A,N/A,frente,sur,N/A,N/A,N/A,N/A,N/A,161.42,356.75,15.61,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
430.000 USD,N/A,ESTADOS UNIDOS,800,N/A,https://www.remax.com.ar/listings/venta-hermoso-ph-c-terraza-y-pileta-en-san-telmo,5,3,3,N/A,N/A,N/A,frente,sur,N/A,N/A,N/A,N/A,N/A,161.42,356.75,15.61,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
115.000 USD,95.000 ARS,CORVALAN,1100,N/A,https://www.remax.com.ar/listings/venta-ph-2-ambientes-al-frente-c-cochera-mataderos,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,35.26,49.49,0.95,N/A,95.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
140.000 USD,190.000 ARS,Gregorio de Laferrere,3800,N/A,https://www.remax.com.ar/listings/venta-dpto-4-amb-con-terraza-parque-avellaneda,4,3,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105.76,119.73,5.97,N/A,190.000,N/A,N/A,N/A,N/A,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
139.185 USD,N/A,BONPLAND,1400,N/A,https://www.remax.com.ar/listings/departamento-monoambiente-venta-palermo-amenities-4,N/A,N/A,1,N/A,de obra: en pozo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,40.4,7.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
187.500 USD,N/A,BONPLAND,1400,N/A,https://www.remax.com.ar/listings/departamento-2-ambientes-venta-palermo-amenities-13,2,1,1,1,de obra: en pozo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.3,51.1,7.7,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
145.000 USD,N/A,OLIVOS,5600,N/A,https://www.remax.com.ar/listings/venta-casa-lote-propio-mataderos,4,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94,243,149,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
150.880 USD,N/A,AREVALO,1400,N/A,https://www.remax.com.ar/listings/departamento-1-ambiente-venta-palermo-amenities-4,1,1,1,N/A,de obra: en construcción,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,33,40.5,4.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
354.315 USD,N/A,AREVALO,1400,N/A,https://www.remax.com.ar/listings/departamento-3-ambientes-venta-palermo-amenities-7,3,2,1,N/A,de obra: en construcción,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,81.1,98.8,10.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
146.830 USD,N/A,AREVALO,1400,N/A,https://www.remax.com.ar/listings/departamento-1-ambiente-venta-palermo-amenities-2,1,1,1,1,de obra: en construcción,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,33,40.5,4.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
154.900 USD,370.000 ARS,Avenida Presidente Roque Sáenz Peña,700,N/A,https://www.remax.com.ar/listings/venta-5-amb-departamento-san-nicolas-a-prof,5,4,2,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,128,128,N/A,N/A,370.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
225.990 USD,N/A,AREVALO,1400,N/A,https://www.remax.com.ar/listings/departamento-2-ambientes-venta-palermo-amenities-12,2,1,1,1,de obra: en construcción,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,44,55.2,7.1,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
714.855 USD,N/A,AREVALO,1400,N/A,https://www.remax.com.ar/listings/departamento-4-ambientes-venta-palermo-amenities,4,3,2,1,de obra: en construcción,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101.6,180.9,65.9,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
230.000 USD,308.000 ARS,CORDOBA,2400,N/A,https://www.remax.com.ar/listings/venta-de-semipiso-3amb-dep-con-balcon-recoleta,4,3,2,1,N/A,N/A,N/A,norte,N/A,N/A,N/A,N/A,N/A,92,98,N/A,N/A,308.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
66.000 USD,115.000 ARS,SAN LUIS,3500,N/A,https://www.remax.com.ar/listings/venta-departamento-2-ambientes-9,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.27,32.27,N/A,N/A,115.000,N/A,N/A,N/A,N/A,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
115.000 USD,270.000 ARS,SENILLOSA,900,N/A,https://www.remax.com.ar/listings/venta-depto-2-amb-amenities-parque-chacabuco,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.85,48.55,1.7,N/A,270.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
145.000 USD,70.000 ARS,OBISPO SAN ALBERTO,2200,N/A,https://www.remax.com.ar/listings/venta-ph-3-ambientes-a-nuevo-2-patios-v-pueyrredon,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,66,1.95,N/A,70.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
127.000 USD,221.926.16 ARS,VIAMONTE,2200,N/A,https://www.remax.com.ar/listings/venta-departamento-3-ambientes-totalmente-equipado,3,2,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,59.33,67.66,1.8,N/A,221.926.16,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
145.000 USD,46.000 ARS,NEUQUEN,2700,N/A,https://www.remax.com.ar/listings/venta-ph-4-amb-luminoso-con-jardin-comun-flores,4,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89,96,N/A,N/A,46.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
120.000 USD,80.000 ARS,ALVAREZ JONTE,5500,N/A,https://www.remax.com.ar/listings/departamento-2-ambientes-venta-villa-luro-balcon,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,59,8,N/A,80.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
N/A,147.000 ARS,COLPAYO,0,N/A,https://www.remax.com.ar/listings/venta-caballito-departamento-2-ambientes-baulera,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,43,N/A,N/A,147.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
84.000 USD,N/A,Avenida Juan de Garay,1800,N/A,https://www.remax.com.ar/listings/monoambiente-en-venta-p-patricios-ant-y-cuotas,1,N/A,1,N/A,a estrenar,N/A,contrafrente,suroeste,N/A,N/A,N/A,N/A,N/A,42,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
165.301 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/duplex-2-ambientes-villa-del-parque,2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.38,70.38,6,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
168.850 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/duplex-3-ambientes-en-villa-del-parque-1,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.18,73.18,6,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
173.836 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/duplex-3-ambientes-en-villa-del-parque,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.38,70.38,6,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
160.000 USD,420.000 ARS,SUIPACHA,300,N/A,https://www.remax.com.ar/listings/venta-3-departamentos-juntos-apto-profesional,8,2,3,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,200,200,N/A,N/A,420.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
120.000 USD,200.000 ARS,DORREGO,900,N/A,https://www.remax.com.ar/listings/venta-depto-2amb-chacarita-con-balcon-y-amenities-1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,37,43,6,N/A,200.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
79.000 USD,91.000 ARS,CHARCAS,2800,N/A,https://www.remax.com.ar/listings/venta-dto-dos-ambientes-charcas-y-anchorena,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,35,N/A,N/A,91.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
50.000 USD,144.000 ARS,PAVON,3700,N/A,https://www.remax.com.ar/listings/venta-boedo-local-comercial-u-oficina-en-2-niveles-1,N/A,N/A,1,N/A,N/A,N/A,N/A,norte,N/A,N/A,N/A,N/A,N/A,38.67,38.67,N/A,N/A,144.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
325.000 USD,650.000 ARS,AMENABAR,1500,N/A,https://www.remax.com.ar/listings/venta-duplex-3-ambientes-terraza-piso-alto-cochera,3,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86,181,N/A,N/A,650.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0
160.000 USD,420.000 ARS,SUIPACHA,300,N/A,https://www.remax.com.ar/listings/venta-3-oficinas-juntas-apto-vivienda,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,200,200,N/A,N/A,420.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
139.000 USD,N/A,IGUAZU,500,N/A,https://www.remax.com.ar/listings/venta-casa-4-ambientes-cochera-parque-patricios,4,3,2,N/A,N/A,N/A,frente,N/A,N/A,N/A,sí,N/A,N/A,136,266,23,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
670.000 USD,N/A,CORVALAN,400,N/A,https://www.remax.com.ar/listings/venta-casa-5-ambientes-villa-luro-cochera-pileta,5,3,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,314,370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
129.000 USD,N/A,Avenida Juan de Garay,1800,N/A,https://www.remax.com.ar/listings/depto-3-amb-patio-p-patricios-anticipo-y-cuotas,3,2,1,N/A,N/A,N/A,frente,noreste,N/A,N/A,N/A,N/A,N/A,59,76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
142.200 USD,N/A,RAMALLO,2600,N/A,https://www.remax.com.ar/listings/depto-2-amb-en-saavedra-a-estrenar-con-balcon,2,1,1,N/A,N/A,N/A,contrafrente,N/A,N/A,sí,N/A,N/A,N/A,36.8,40.6,3.8,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
154.500 USD,N/A,RAMALLO,2600,N/A,https://www.remax.com.ar/listings/venta-depto-2-amb-con-balcon-a-estrenar-saavedra-6,2,1,1,N/A,N/A,N/A,frente,noroeste,N/A,sí,N/A,N/A,N/A,43,46.2,3.2,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
139.500 USD,250.000 ARS,SAN LUIS,3100,N/A,https://www.remax.com.ar/listings/venta-departamento-3-ambientes-san-cristobal-5,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.94,65.27,11.33,N/A,250.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
140.600 USD,N/A,GODOY CRUZ,2600,N/A,https://www.remax.com.ar/listings/venta-monoambiente-c-balcon-palermo-construccion-2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,38,5,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
115.000 USD,N/A,Avenida Juan de Garay,1800,N/A,https://www.remax.com.ar/listings/depto-en-venta-3-amb-p-patricios-antic-y-cuotas,3,2,1,N/A,N/A,N/A,frente,noreste,N/A,N/A,N/A,N/A,N/A,59,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
214.600 USD,N/A,GODOY CRUZ,2600,N/A,https://www.remax.com.ar/listings/venta-departamento-2-amb-c-balcon-terraza-palermo-4,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,58,15,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
145.000 USD,N/A,GODOY CRUZ,2600,N/A,https://www.remax.com.ar/listings/vta-monoambiente-c-balcon-en-palermo-pozo-2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,28,34,6,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
